description,code
"A responsive textarea with a grid layout using template 'repeat(2, 1fr)', containing items with large text and :hover { transform: scale(1.1); }.","<nav style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px; :hover { transform: scale(1.1); }'><li style='color: black; border: 1px ridge red;'>Login</li><li style='color: white; border: 1px double pink;'>Login</li><li style='color: cyan; border: 1px solid purple;'>Sign Up</li><li style='color: orange; border: 1px double green;'>Choose Option</li><li style='color: black; border: 1px dotted white;'>Choose Option</li></nav> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A green button with large Helvetica text, using flex layout, aligned to the right, with 0 4px 8px rgba(0, 0, 0, 0.2), slide-up, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<button style='background-color: white; font-size: 16px; font-family: Courier New; display: flex; text-align: center; box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: slide-up 2s; transition: all 0.3s ease; :hover { transform: scale(1.1); }'>Search</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A red box with dashed border, radial-gradient(circle, pink, purple) background, small text centered inside, using none layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and fade-in.","<div style='background: linear-gradient(to right, red, yellow); border: 2px dashed orange; font-size: 30px; text-align: center; display: block; justify-content: space-around; align-items: center; animation: slide-up 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Sign Up</div> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A select containing a blue button with linear-gradient(to right, red, yellow) background that says 'Enter Your Name', followed by a small text description, with bounce.","<footer><button style='background-color: linear-gradient(to right, red, yellow); font-size: 16px; animation: spin 2s;'>Sign Up</button><p style='font-size: 16px;'>click me</p></footer> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: background-color 0.4s ease;"
"A medium footer with orange text, Georgia font, 4px 4px 10px rgba(0, 0, 0, 0.5), and fade-in, displayed as none with center, responsive with media queries.","<h3 style='color: orange; font-size: 16px; font-family: Verdana; box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); display: inline-block; justify-content: flex-start; animation: bounce 2s; transition: transform 0.2s ease-in-out;'>Choose Option</h3> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (max-width: 600px) { font-size: 14px; }"
"A large span with cyan text, Times New Roman font, 0 4px 8px rgba(0, 0, 0, 0.2), and spin, displayed as none with flex-end, responsive with media queries.","<header style='color: red; font-size: 22px; font-family: Times New Roman; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: inline-block; justify-content: space-around; animation: bounce 2s; transition: transform 0.2s ease-in-out;'>Hello World</header> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A large nav with green text, Helvetica font, 4px 4px 10px rgba(0, 0, 0, 0.5), and fade-in, displayed as none with space-between, responsive with media queries.",<div style='color: gray; font-size: 14px; font-family: Times New Roman; box-shadow: none; display: flex; justify-content: space-around; animation: bounce 2s; transition: background-color 0.4s ease;'>Enter Your Name</div> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } @media (max-width: 600px) { font-size: 14px; }
"A nav containing a blue button with linear-gradient(to right, red, yellow) background that says 'Hello World', followed by a medium text description, with slide-up.","<div><button style='background-color: radial-gradient(circle, pink, purple); font-size: 18px; animation: fade-in 2s;'>Click Me</button><p style='font-size: 18px;'>submit</p></div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: transform 0.2s ease-in-out;"
"A select containing a blue button with radial-gradient(circle, pink, purple) background that says 'Hello World', followed by a medium text description, with slide-up.","<div><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 26px; animation: slide-up 2s;'>Sign Up</button><p style='font-size: 26px;'>login</p></div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: transform 0.2s ease-in-out;"
"A green box with double border, linear-gradient(to right, red, yellow) background, small text centered inside, using block layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and bounce.","<div style='background: radial-gradient(circle, pink, purple); border: 2px double orange; font-size: 26px; text-align: center; display: block; justify-content: space-around; align-items: center; animation: bounce 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Hello World</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A h1 containing a list of options with cyan text, each inside a dotted box, with none, fade-in, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.",<span><ul style='box-shadow: none; animation: fade-in 1.5s;'><li style='color: purple; border: 1px solid gray;'>Choose Option</li><li style='color: red; border: 1px dashed black;'>Search</li><li style='color: pink; border: 1px groove blue;'>Click Me</li><li style='color: yellow; border: 1px solid white;'>Choose Option</li><li style='color: blue; border: 1px groove yellow;'>Hello World</li></ul></span> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 1200px) { font-size: 18px; }
"A red box with double border, linear-gradient(to right, red, yellow) background, large text centered inside, using flex layout, with :hover { transform: scale(1.1); } and spin.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px solid orange; font-size: 28px; text-align: center; display: flex; justify-content: space-between; align-items: center; animation: fade-in 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Search</div> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A h2 containing a list of options with gray text, each inside a solid box, with 4px 4px 10px rgba(0, 0, 0, 0.5), spin, and @media (max-width: 600px) { font-size: 14px; }.","<input><ul style='box-shadow: 2px 2px 5px rgba(0, 0, 0, 0.3); animation: fade-in 1.5s;'><li style='color: purple; border: 1px ridge cyan;'>Click Me</li><li style='color: cyan; border: 1px double pink;'>Submit</li><li style='color: purple; border: 1px solid blue;'>Click Me</li><li style='color: red; border: 1px dashed red;'>Click Me</li><li style='color: green; border: 1px groove purple;'>Sign Up</li></ul></input> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 1200px) { font-size: 18px; }"
"A responsive textarea with a grid layout using template 'repeat(3, 1fr)', containing items with medium text and :hover { background-color: #555; color: white; }.","<header style='display: grid; grid-template-columns: 1fr 2fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: purple; border: 1px dotted blue;'>Choose Option</li><li style='color: white; border: 1px dashed gray;'>Contact Us</li><li style='color: blue; border: 1px dotted white;'>Hello World</li><li style='color: green; border: 1px dashed red;'>Choose Option</li><li style='color: orange; border: 1px ridge white;'>Click Me</li></header> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A responsive header with a grid layout using template 'repeat(2, 1fr)', containing items with small text and :hover { background-color: #555; color: white; }.","<h3 style='display: grid; grid-template-columns: 1fr 2fr; gap: 10px; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'><li style='color: cyan; border: 1px solid gray;'>Choose Option</li><li style='color: white; border: 1px dotted white;'>Choose Option</li><li style='color: black; border: 1px dashed cyan;'>Login</li><li style='color: black; border: 1px groove pink;'>Submit</li><li style='color: orange; border: 1px dashed red;'>Hello World</li></h3> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A blue box with double border, radial-gradient(circle, pink, purple) background, small text centered inside, using flex layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and bounce.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px solid blue; font-size: 28px; text-align: center; display: block; justify-content: space-between; align-items: center; animation: bounce 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Search</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A white box with ridge border, linear-gradient(to right, red, yellow) background, medium text centered inside, using block layout, with :hover { background-color: #555; color: white; } and fade-in.","<div style='background: radial-gradient(circle, pink, purple); border: 2px ridge orange; font-size: 26px; text-align: center; display: none; justify-content: flex-end; align-items: center; animation: slide-up 2s; transition: background-color 0.4s ease; :hover { transform: scale(1.1); }'>Enter Your Name</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A yellow button with large Georgia text, using inline-block layout, aligned to the right, with 2px 2px 5px rgba(0, 0, 0, 0.3), fade-in, and a :hover { transform: scale(1.1); }.","<button style='background-color: pink; font-size: 30px; font-family: Courier New; display: grid; text-align: left; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: spin 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Sign Up</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A gray box with double border, linear-gradient(to right, red, yellow) background, small text centered inside, using inline-block layout, with :hover { transform: scale(1.1); } and slide-up.","<div style='background: linear-gradient(to right, red, yellow); border: 2px groove pink; font-size: 16px; text-align: center; display: grid; justify-content: space-between; align-items: center; animation: fade-in 2s; transition: transform 0.2s ease-in-out; :hover { background-color: #555; color: white; }'>Click Me</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A div containing a pink button with linear-gradient(to right, red, yellow) background that says 'Click Me', followed by a large text description, with slide-up.","<button><button style='background-color: linear-gradient(to right, red, yellow); font-size: 14px; animation: bounce 2s;'>Choose Option</button><p style='font-size: 14px;'>login</p></button> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } } transition: transform 0.2s ease-in-out;"
